sample_index,scenario_id,source_path,focus_agent_id,candidate_agent_id,candidate_index,event_step,query_step,lead_steps,relation,response,eligible,delta_arrival_time_s,pet_s,spatial_min_dist_m,num_positives,num_hard_negatives,num_negatives,trainable_anchor
95,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1736_src2.npz,1736,1743,1,75,55,20,other_follows_focus,ambiguous,0,0.0,7.400000095367432,0.43319132924079895,0,0,0,0
96,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1736_src2.npz,1736,1743,1,75,45,30,other_follows_focus,ambiguous,0,0.0,7.400000095367432,0.43319132924079895,0,0,0,0
97,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1736_src2.npz,1736,4218,8,31,21,10,other_leads_focus,decelerates,1,2.200000047683716,2.200000047683716,3.4321742057800293,2,4,4,1
98,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1743_src4.npz,1743,1736,1,75,65,10,other_leads_focus,ambiguous,0,0.0,7.400000095367432,0.43319135904312134,0,0,0,0
99,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1743_src4.npz,1743,1736,1,75,55,20,other_leads_focus,ambiguous,0,0.0,7.400000095367432,0.43319135904312134,0,0,0,0
100,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1743_src4.npz,1743,1736,1,75,45,30,other_leads_focus,ambiguous,0,0.0,7.400000095367432,0.43319135904312134,0,0,0,0
101,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1743_src4.npz,1743,1725,8,51,41,10,other_leads_focus,decelerates,1,0.0,5.199999809265137,5.008307933807373,2,4,4,1
102,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1743_src4.npz,1743,1725,8,51,31,20,other_leads_focus,decelerates,1,0.0,5.199999809265137,5.008307933807373,2,4,4,1
103,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1743_src4.npz,1743,4218,9,73,63,10,other_leads_focus,ambiguous,0,0.0,7.900000095367432,14.741170883178711,0,0,0,0
104,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1743_src4.npz,1743,4218,9,73,53,20,other_leads_focus,ambiguous,0,0.0,7.900000095367432,14.741170883178711,0,0,0,0
105,10d199c9de7e282a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d199c9de7e282a_focus_1743_src4.npz,1743,4218,9,73,43,30,other_leads_focus,ambiguous,0,0.0,7.900000095367432,14.741170883178711,0,0,0,0
106,10d4436ae9040d95,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d4436ae9040d95_focus_18_src4.npz,18,4,19,68,58,10,other_leads_focus,maintains,1,0.0,8.0,4.660272121429443,2,4,4,1
107,10d4436ae9040d95,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d4436ae9040d95_focus_18_src4.npz,18,4,19,68,48,20,other_leads_focus,maintains,1,0.0,8.0,4.660272121429443,2,4,4,1
108,10d4436ae9040d95,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10d4436ae9040d95_focus_18_src4.npz,18,4,19,68,38,30,other_leads_focus,maintains,1,0.0,8.0,4.660272121429443,2,4,4,1
109,10ec6c1336b0ee8a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10ec6c1336b0ee8a_focus_3943_src0.npz,3943,3966,1,71,61,10,other_leads_focus,ambiguous,0,1.899999976158142,1.899999976158142,1.7371654510498047,0,0,0,0
110,10ec6c1336b0ee8a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10ec6c1336b0ee8a_focus_3943_src0.npz,3943,3966,1,71,51,20,other_leads_focus,ambiguous,0,1.899999976158142,1.899999976158142,1.7371654510498047,0,0,0,0
111,10ec6c1336b0ee8a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10ec6c1336b0ee8a_focus_3943_src0.npz,3943,3966,1,71,41,30,other_leads_focus,ambiguous,0,1.899999976158142,1.899999976158142,1.7371654510498047,0,0,0,0
112,10ec6c1336b0ee8a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10ec6c1336b0ee8a_focus_3943_src0.npz,3943,4022,4,57,47,10,other_leads_focus,maintains,1,0.0,4.199999809265137,3.8976268768310547,2,4,4,1
113,10ec6c1336b0ee8a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10ec6c1336b0ee8a_focus_3943_src0.npz,3943,4022,4,57,37,20,other_leads_focus,maintains,1,0.0,4.199999809265137,3.8976268768310547,2,4,4,1
114,10ec6c1336b0ee8a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10ec6c1336b0ee8a_focus_3943_src0.npz,3943,3990,23,69,59,10,other_leads_focus,ambiguous,0,0.0,6.900000095367432,3.583869218826294,0,0,0,0
115,10ec6c1336b0ee8a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10ec6c1336b0ee8a_focus_3943_src0.npz,3943,3990,23,69,49,20,other_leads_focus,ambiguous,0,0.0,6.900000095367432,3.583869218826294,0,0,0,0
116,10ec6c1336b0ee8a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10ec6c1336b0ee8a_focus_3943_src0.npz,3943,3990,23,69,39,30,other_leads_focus,ambiguous,0,0.0,6.900000095367432,3.583869218826294,0,0,0,0
117,10f73536704c1f85,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10f73536704c1f85_focus_204_src3.npz,204,130,2,62,52,10,crossing_or_oncoming_conflict,goes_first,1,-2.799999952316284,2.799999952316284,3.345848798751831,1,0,4,0
118,10f73536704c1f85,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10f73536704c1f85_focus_204_src3.npz,204,130,2,62,42,20,crossing_or_oncoming_conflict,goes_first,1,-2.799999952316284,2.799999952316284,3.345848798751831,1,0,4,0
119,10f73536704c1f85,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/10f73536704c1f85_focus_204_src3.npz,204,130,2,62,32,30,crossing_or_oncoming_conflict,goes_first,1,-2.799999952316284,2.799999952316284,3.345848798751831,1,0,4,0
120,11124c0d79770e48,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11124c0d79770e48_focus_606_src1.npz,606,926,6,37,27,10,converging_conflict,goes_first,1,-2.200000047683716,2.200000047683716,0.6507812738418579,2,4,4,1
121,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1669,16,55,45,10,other_leads_focus,maintains,1,1.7000000476837158,1.7000000476837158,3.2192907333374023,2,2,4,1
122,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1669,16,55,35,20,other_leads_focus,maintains,1,1.7000000476837158,1.7000000476837158,3.2192907333374023,2,4,4,1
123,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1669,16,55,25,30,other_leads_focus,maintains,1,1.7000000476837158,1.7000000476837158,3.2192907333374023,2,3,4,1
124,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1685,21,65,55,10,crossing_or_oncoming_conflict,ambiguous,0,2.5,2.5,2.008070707321167,0,0,0,0
125,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1685,21,65,45,20,crossing_or_oncoming_conflict,ambiguous,0,2.5,2.5,2.008070707321167,0,0,0,0
126,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1685,21,65,35,30,crossing_or_oncoming_conflict,ambiguous,0,2.5,2.5,2.008070707321167,0,0,0,0
127,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1683,27,80,70,10,other_follows_focus,maintains,1,0.0,7.800000190734863,5.198882102966309,2,4,4,1
128,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1683,27,80,60,20,other_follows_focus,maintains,1,0.0,7.800000190734863,5.198882102966309,2,4,4,1
129,11179c0d35122cac,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11179c0d35122cac_focus_1664_src0.npz,1664,1683,27,80,50,30,other_follows_focus,maintains,1,0.0,7.800000190734863,5.198882102966309,2,4,4,1
130,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1330,1,74,64,10,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,0.27201786637306213,2,4,4,1
131,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1330,1,74,54,20,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,0.27201786637306213,2,4,4,1
132,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1330,1,74,44,30,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,0.27201786637306213,2,4,4,1
133,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1327,8,47,37,10,other_follows_focus,maintains,1,-0.4000000059604645,0.4000000059604645,0.033277638256549835,2,4,4,1
134,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1327,8,47,27,20,other_follows_focus,maintains,1,-0.4000000059604645,0.4000000059604645,0.033277638256549835,2,4,4,1
135,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1341,14,51,41,10,converging_conflict,ambiguous,0,1.7999999523162842,1.7999999523162842,3.2899513244628906,0,0,0,0
136,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1341,14,51,31,20,converging_conflict,ambiguous,0,1.7999999523162842,1.7999999523162842,3.2899513244628906,0,0,0,0
137,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1341,14,51,21,30,converging_conflict,ambiguous,0,1.7999999523162842,1.7999999523162842,3.2899513244628906,0,0,0,0
138,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1320,16,54,44,10,converging_conflict,goes_first,1,-1.600000023841858,1.600000023841858,3.3794608116149902,2,3,4,1
139,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1320,16,54,34,20,converging_conflict,goes_first,1,-1.600000023841858,1.600000023841858,3.3794608116149902,2,4,4,1
140,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1320,16,54,24,30,converging_conflict,goes_first,1,-1.600000023841858,1.600000023841858,3.3794608116149902,2,4,4,1
141,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1323,29,56,46,10,converging_conflict,goes_first,1,-2.0,2.0,0.15581054985523224,2,0,4,0
142,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1323,29,56,36,20,converging_conflict,goes_first,1,-2.0,2.0,0.15581054985523224,2,1,4,1
143,1118240e92621b40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1118240e92621b40_focus_1335_src4.npz,1335,1323,29,56,26,30,converging_conflict,goes_first,1,-2.0,2.0,0.15581054985523224,2,4,4,1
144,111c483935a434db,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/111c483935a434db_focus_612_src3.npz,612,605,4,46,36,10,other_leads_focus,maintains,1,0.6000000238418579,0.6000000238418579,3.9042794704437256,2,4,4,1
145,111c483935a434db,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/111c483935a434db_focus_612_src3.npz,612,605,4,46,26,20,other_leads_focus,maintains,1,0.6000000238418579,0.6000000238418579,3.9042794704437256,2,2,4,1
146,1151e26ae52d9406,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1151e26ae52d9406_focus_761_src1.npz,761,747,19,58,48,10,crossing_or_oncoming_conflict,yields,1,2.5,2.5,0.2002720683813095,2,4,4,1
147,1151e26ae52d9406,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1151e26ae52d9406_focus_761_src1.npz,761,747,19,58,38,20,crossing_or_oncoming_conflict,yields,1,2.5,2.5,0.2002720683813095,2,4,4,1
148,1151e26ae52d9406,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1151e26ae52d9406_focus_761_src1.npz,761,747,19,58,28,30,crossing_or_oncoming_conflict,yields,1,2.5,2.5,0.2002720683813095,2,4,4,1
149,1151e26ae52d9406,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1151e26ae52d9406_focus_761_src1.npz,761,781,21,42,32,10,other_follows_focus,maintains,1,0.0,4.599999904632568,3.8623619079589844,2,4,4,1
150,11842ec9068a5b7f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11842ec9068a5b7f_focus_12_src0.npz,12,108,1,33,23,10,other_leads_focus,maintains,1,0.0,3.700000047683716,0.20123563706874847,2,3,4,1
151,11842ec9068a5b7f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11842ec9068a5b7f_focus_12_src0.npz,12,107,3,30,20,10,other_leads_focus,maintains,1,0.0,4.699999809265137,1.9797581434249878,2,3,4,1
152,118924bc2e335ca6,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/118924bc2e335ca6_focus_3238_src5.npz,3238,513,6,48,38,10,other_follows_focus,maintains,1,0.0,0.0,3.1987359523773193,2,1,4,1
153,118924bc2e335ca6,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/118924bc2e335ca6_focus_3238_src5.npz,3238,513,6,48,28,20,other_follows_focus,maintains,1,0.0,0.0,3.1987359523773193,2,2,4,1
154,119649114766fa8c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/119649114766fa8c_focus_159_src1.npz,159,162,2,90,80,10,other_follows_focus,maintains,1,0.0,6.599999904632568,0.23875023424625397,2,4,4,1
155,119649114766fa8c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/119649114766fa8c_focus_159_src1.npz,159,162,2,90,70,20,other_follows_focus,maintains,1,0.0,6.599999904632568,0.23875023424625397,2,4,4,1
156,119649114766fa8c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/119649114766fa8c_focus_159_src1.npz,159,162,2,90,60,30,other_follows_focus,ambiguous,0,0.0,6.599999904632568,0.23875023424625397,0,0,0,0
157,119649114766fa8c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/119649114766fa8c_focus_159_src1.npz,159,158,3,61,51,10,other_leads_focus,decelerates,1,2.5,2.5,3.676283597946167,2,4,4,1
158,119649114766fa8c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/119649114766fa8c_focus_159_src1.npz,159,158,3,61,41,20,other_leads_focus,decelerates,1,2.5,2.5,3.676283597946167,2,4,4,1
159,119649114766fa8c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/119649114766fa8c_focus_159_src1.npz,159,158,3,61,31,30,other_leads_focus,decelerates,1,2.5,2.5,3.676283597946167,2,4,4,1
160,11c1934711de0295,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11c1934711de0295_focus_2942_src1.npz,2942,7091,1,50,40,10,other_follows_focus,decelerates,1,0.0,4.400000095367432,0.6989595293998718,1,4,4,1
161,11c1934711de0295,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11c1934711de0295_focus_2942_src1.npz,2942,7091,1,50,30,20,other_follows_focus,decelerates,1,0.0,4.400000095367432,0.6989595293998718,0,4,4,0
162,11c1934711de0295,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11c1934711de0295_focus_2942_src1.npz,2942,7091,1,50,20,30,other_follows_focus,decelerates,1,0.0,4.400000095367432,0.6989595293998718,0,4,4,0
163,11c368f79f78afd0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11c368f79f78afd0_focus_1998_src0.npz,1998,2386,1,48,38,10,crossing_or_oncoming_conflict,goes_first,1,-2.5999999046325684,2.5999999046325684,0.05205902084708214,2,1,4,1
164,11c368f79f78afd0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11c368f79f78afd0_focus_1998_src0.npz,1998,2386,1,48,28,20,crossing_or_oncoming_conflict,goes_first,1,-2.5999999046325684,2.5999999046325684,0.05205902084708214,2,2,4,1
165,11cbfee9f1bfc7b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11cbfee9f1bfc7b_focus_270_src0.npz,270,474,1,47,37,10,converging_conflict,ambiguous,0,2.9000000953674316,2.9000000953674316,0.2751041352748871,0,0,0,0
166,11cbfee9f1bfc7b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11cbfee9f1bfc7b_focus_270_src0.npz,270,474,1,47,27,20,converging_conflict,ambiguous,0,2.9000000953674316,2.9000000953674316,0.2751041352748871,0,0,0,0
167,11d788738b2bed56,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d788738b2bed56_focus_1446_src3.npz,1446,1400,3,81,71,10,crossing_or_oncoming_conflict,goes_first,1,-0.30000001192092896,0.30000001192092896,3.3879036903381348,2,4,4,1
168,11d788738b2bed56,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d788738b2bed56_focus_1446_src3.npz,1446,1400,3,81,61,20,crossing_or_oncoming_conflict,goes_first,1,-0.30000001192092896,0.30000001192092896,3.3879036903381348,2,4,4,1
169,11d788738b2bed56,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d788738b2bed56_focus_1446_src3.npz,1446,1400,3,81,51,30,crossing_or_oncoming_conflict,goes_first,1,-0.30000001192092896,0.30000001192092896,3.3879036903381348,2,3,4,1
170,11d8b0bd61d5ffb1,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d8b0bd61d5ffb1_focus_7594_src4.npz,7594,7581,7,90,80,10,crossing_or_oncoming_conflict,ambiguous,0,0.0,0.0,1.9143171310424805,0,0,0,0
171,11d8b0bd61d5ffb1,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d8b0bd61d5ffb1_focus_7594_src4.npz,7594,7581,7,90,70,20,crossing_or_oncoming_conflict,ambiguous,0,0.0,0.0,1.9143171310424805,0,0,0,0
172,11d8b0bd61d5ffb1,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d8b0bd61d5ffb1_focus_7594_src4.npz,7594,7581,7,90,60,30,crossing_or_oncoming_conflict,ambiguous,0,0.0,0.0,1.9143171310424805,0,0,0,0
173,11d8b0bd61d5ffb1,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d8b0bd61d5ffb1_focus_7594_src4.npz,7594,7595,8,53,43,10,other_leads_focus,maintains,1,0.0,8.0,1.6369916200637817,2,0,4,0
174,11d8b0bd61d5ffb1,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d8b0bd61d5ffb1_focus_7594_src4.npz,7594,7595,8,53,33,20,other_leads_focus,maintains,1,0.0,8.0,1.6369916200637817,2,1,4,1
175,11d8b0bd61d5ffb1,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/11d8b0bd61d5ffb1_focus_7594_src4.npz,7594,7595,8,53,23,30,other_leads_focus,maintains,1,0.0,8.0,1.6369916200637817,2,1,4,1
